http://www.forsviksbruk.se/aktiviteter/raw-2017-ornaments2/,MinifyHTML,0.0
http://www.forsviksbruk.se/aktiviteter/raw-2017-ornaments2/,EnableGzipCompression,0.0
http://www.forsviksbruk.se/aktiviteter/raw-2017-ornaments2/,numberHosts,3
http://www.forsviksbruk.se/aktiviteter/raw-2017-ornaments2/,numberStaticResources,23
http://www.forsviksbruk.se/aktiviteter/raw-2017-ornaments2/,otherResponseBytes,173656
http://www.forsviksbruk.se/aktiviteter/raw-2017-ornaments2/,AvoidLandingPageRedirects,0.0
http://www.forsviksbruk.se/aktiviteter/raw-2017-ornaments2/,MinimizeRenderBlockingResources,0.0
http://www.forsviksbruk.se/aktiviteter/raw-2017-ornaments2/,OptimizeImages,7.128800000000001
http://www.forsviksbruk.se/aktiviteter/raw-2017-ornaments2/,totalRequestBytes,2854
http://www.forsviksbruk.se/aktiviteter/raw-2017-ornaments2/,javascriptResponseBytes,407530
http://www.forsviksbruk.se/aktiviteter/raw-2017-ornaments2/,MinifyJavaScript,0.0
http://www.forsviksbruk.se/aktiviteter/raw-2017-ornaments2/,SizeTapTargetsAppropriately,0.6122448979591836
http://www.forsviksbruk.se/aktiviteter/raw-2017-ornaments2/,numberResources,27
http://www.forsviksbruk.se/aktiviteter/raw-2017-ornaments2/,MinifyCss,0.0
http://www.forsviksbruk.se/aktiviteter/raw-2017-ornaments2/,LeverageBrowserCaching,0.75
http://www.forsviksbruk.se/aktiviteter/raw-2017-ornaments2/,SizeContentToViewport,0.0
http://www.forsviksbruk.se/aktiviteter/raw-2017-ornaments2/,cssResponseBytes,125042
http://www.forsviksbruk.se/aktiviteter/raw-2017-ornaments2/,numberCssResources,2
http://www.forsviksbruk.se/aktiviteter/raw-2017-ornaments2/,PrioritizeVisibleContent,0.0
http://www.forsviksbruk.se/aktiviteter/raw-2017-ornaments2/,MainResourceServerResponseTime,5.82
http://www.forsviksbruk.se/aktiviteter/raw-2017-ornaments2/,ConfigureViewport,0.0
http://www.forsviksbruk.se/aktiviteter/raw-2017-ornaments2/,SPEED,86
http://www.forsviksbruk.se/aktiviteter/raw-2017-ornaments2/,htmlResponseBytes,104789
http://www.forsviksbruk.se/aktiviteter/raw-2017-ornaments2/,USABILITY,99
http://www.forsviksbruk.se/aktiviteter/raw-2017-ornaments2/,numberJsResources,3
http://www.forsviksbruk.se/aktiviteter/raw-2017-ornaments2/,imageResponseBytes,225270
http://www.forsviksbruk.se/aktiviteter/raw-2017-ornaments2/,UseLegibleFontSizes,0.0
http://www.forsviksbruk.se/aktiviteter/raw-2017-ornaments2/,AvoidPlugins,0.0
